ENTITY,YEAR,ADULT_LITERACY,YOUTH_LITERACY_M,YOUTH_LITERACY_F,OWID_REGION
Turkey,2013,95.0,100.0,99.0,Asia
Turkey,2014,95.0,100.0,99.0,Asia
Turkey,2015,96.0,100.0,99.0,Asia
Turkey,2016,96.0,100.0,99.0,Asia
Turkey,2017,96.0,100.0,100.0,Asia
Turkey,2018,96.0,100.0,98.8,Asia
Turkey,2019,97.0,100.0,100.0,Asia
Turkey,2021,97.0,100.0,100.0,Asia
Turkey,2022,97.0,92.57,91.87,Asia
Turkmenistan,1995,99.0,100.0,100.0,Asia
Turkmenistan,2015,99.0,100.0,99.83259,Asia
Turkmenistan,2019,99.0,100.0,99.98405,Asia
Turks and Caicos Islands,2020,86.96626300653595,99.88,100.0,North America
Tuvalu,2019,91.4625226923077,99.09656,98.50764,Oceania
Uganda,1991,56.0,77.0,63.0,Africa
Uganda,2002,68.0,86.0,76.0,Africa
Uganda,2006,71.0,87.0,81.0,Africa
Uganda,2010,73.0,90.0,85.0,Africa
Uganda,2012,70.0,86.0,82.0,Africa
Uganda,2016,69.10132,81.41776,78.18981,Africa
Ukraine,2001,99.0,100.0,100.0,Europe
Ukraine,2005,99.0,100.0,100.0,Europe
United Arab Emirates,1975,54.0,66.0,56.0,Asia
United Arab Emirates,1985,71.0,81.0,85.0,Asia
United Arab Emirates,2005,90.0,94.0,97.0,Asia
United Arab Emirates,2019,98.0,98.0,99.0,Asia
United Arab Emirates,2021,98.0,100.0,100.0,Asia
United Arab Emirates,2022,98.0,100.0,100.0,Asia
United Arab Emirates,2023,98.0,100.0,100.0,Asia
Uruguay,1975,94.0,98.0,99.0,South America
Uruguay,1985,95.0,98.0,99.0,South America
Uruguay,1996,97.0,98.0,99.0,South America
Uruguay,2006,98.0,98.0,99.0,South America
Uruguay,2007,98.0,98.0,99.0,South America
Uruguay,2008,98.0,98.6,99.2,South America
Uruguay,2009,98.0,98.6,99.3,South America
Uruguay,2010,98.0,98.4,99.2,South America
Uruguay,2011,98.0,98.6,99.1,South America
Uruguay,2012,98.0,98.6,99.3,South America
Uruguay,2013,98.0,98.6,99.3,South America
Uruguay,2014,98.0,98.3,99.4,South America
Uruguay,2015,99.0,98.6,99.2,South America
Uruguay,2016,99.0,98.9,99.4,South America
Uruguay,2017,99.0,98.6,99.3,South America
Uruguay,2018,99.0,98.6,99.2,South America
Uruguay,2019,99.0,98.7,99.3,South America
Uruguay,2021,99.0,99.1,99.2,South America
Uruguay,2022,99.0,98.9,99.4,South America
Uruguay,2023,99.0,98.7,99.4,South America
Uzbekistan,2000,99.0,100.0,100.0,Asia
Uzbekistan,2006,99.0,100.0,100.0,Asia
Uzbekistan,2013,100.0,100.0,100.0,Asia
Uzbekistan,2014,100.0,100.0,100.0,Asia
Uzbekistan,2015,100.0,100.0,100.0,Asia
Uzbekistan,2016,100.0,100.0,100.0,Asia
Uzbekistan,2018,100.0,100.0,100.0,Asia
Uzbekistan,2019,100.0,100.0,100.0,Asia
Uzbekistan,2021,100.0,100.0,100.0,Asia
Uzbekistan,2022,100.0,100.0,100.0,Asia
Vanuatu,1979,53.0,76.0,68.0,Oceania
Vanuatu,1999,74.0,76.0,68.0,Oceania
Vanuatu,2023,87.96032,93.36447,94.51224,Oceania
Venezuela,1981,85.0,92.0,94.0,South America
Venezuela,1990,90.0,95.0,96.0,South America
Venezuela,2000,90.0,96.9,98.2,South America
Venezuela,2001,93.0,97.0,98.3,South America
Venezuela,2002,93.0,97.2,98.4,South America
Venezuela,2003,93.0,97.2,98.5,South America
Venezuela,2004,93.0,97.7,98.6,South America
Venezuela,2005,93.0,97.6,98.5,South America
Venezuela,2006,93.0,97.8,98.8,South America
Venezuela,2007,95.0,98.0,98.8,South America
Venezuela,2008,95.0,98.1,98.9,South America
Venezuela,2009,96.0,98.3,98.8,South America
Venezuela,2010,96.0,98.1,98.8,South America
Venezuela,2011,95.0,98.3,99.0,South America
Venezuela,2012,95.0,98.6,99.1,South America
Venezuela,2013,95.0,98.5,98.9,South America
Venezuela,2014,95.0,98.6,99.2,South America
Venezuela,2015,97.0,99.0,99.0,South America
Venezuela,2016,97.0,98.0,99.0,South America
Vietnam,1979,84.0,96.0,94.0,Asia
Vietnam,1989,88.0,94.0,93.0,Asia
Vietnam,1999,90.0,95.0,94.0,Asia
Vietnam,2000,90.0,96.0,94.0,Asia
Vietnam,2006,90.0,96.0,100.0,Asia
Vietnam,2009,94.0,97.0,97.0,Asia
Vietnam,2014,94.0,97.0,98.81,Asia
Vietnam,2019,96.0,99.0,99.0,Asia
Vietnam,2020,96.0,97.48152,98.96916,Asia
Vietnam,2022,96.0,99.0,99.0,Asia
World,1975,65.65894,84.20595,69.73282,World
World,1976,65.65894,84.17135,69.79862,World
World,1977,65.94926,84.20283,70.07248,World
World,1978,66.57221,84.46616,70.94979,World
World,1979,67.2339,84.77585,71.87965,World
World,1980,67.8477,84.9404,72.73877,World
World,1981,68.45067,85.0829,73.51524,World
World,1982,69.04228,85.20493,74.21412,World
World,1983,69.61146,85.2977,74.83505,World
World,1984,70.2725,85.46811,75.57709,World
World,1985,70.86449,85.64762,76.22743,World
World,1986,71.41617,85.81324,76.82139,World
World,1987,72.10954,86.27433,77.6648,World
World,1988,73.82419,87.0731,78.00692,World
World,1989,74.34693,87.18682,78.39028,World
World,1990,74.90702,87.31748,78.86351,World
World,1991,75.28651,87.43884,79.24219,World
World,1992,75.69432,87.67215,79.55118,World
World,1993,76.10245,87.92209,79.79938,World
World,1994,76.50147,88.03336,80.19295,World
World,1995,76.91185,88.14821,80.59619,World
World,1996,77.29632,88.23841,80.9904,World
World,1997,79.28844,88.7176,82.21442,World
World,1998,80.4687,89.70054,82.80887,World
World,1999,80.806,89.85753,83.27845,World
World,2000,80.97923,89.84021,83.30813,World
World,2001,81.28601,89.94985,83.82793,World
World,2002,81.64019,90.38558,84.33525,World
World,2003,82.11429,90.82547,84.83368,World
World,2004,82.44728,90.99728,85.37423,World
World,2005,82.45476,91.38889,85.40587,World
World,2006,82.42529,90.91807,85.46435,World
World,2007,83.01185,91.08644,86.00191,World
World,2008,83.38555,91.41756,86.55271,World
World,2009,83.60871,91.40515,86.77014,World
World,2010,84.2272,91.80122,87.23128,World
World,2011,84.41082,91.86451,87.70053,World
World,2012,84.60142,92.09037,88.10454,World
World,2013,84.90313,92.42617,88.67801,World
World,2014,85.28642,92.55024,89.10535,World
World,2015,85.67891,92.69437,89.52198,World
World,2016,86.00014,92.76739,89.83617,World
World,2017,86.17703,92.85626,90.04203,World
World,2018,86.43751,92.88166,90.12206,World
World,2019,86.54794,93.74094,90.9163,World
World,2020,86.74748,93.77812,91.07546,World
World,2021,86.92754,93.83333,91.26919,World
World,2022,87.15536,93.8974,91.50098,World
World,2023,87.35603,93.93184,91.67273,World
Yemen,1994,37.0,83.0,35.0,Asia
Yemen,2006,37.0,83.0,65.66,Asia
Yemen,2013,37.0,83.0,64.08,Asia
Yemen,2023,37.0,61.76,76.91698,Asia
Zambia,1990,65.0,67.0,66.0,Africa
Zambia,1999,68.0,73.0,66.0,Africa
Zambia,2002,69.0,78.0,66.0,Africa
Zambia,2010,83.0,91.0,87.0,Africa
Zambia,2018,71.1323,82.44786,72.90992,Africa
Zimbabwe,1982,78.0,94.0,85.0,Africa
Zimbabwe,1992,84.0,97.0,94.0,Africa
Zimbabwe,2009,84.0,97.0,95.65,Africa
Zimbabwe,2014,84.0,97.0,96.31,Africa
Zimbabwe,2019,93.22755,90.77383,94.2159,Africa
